scpi_name,field,old_value,new_value,unit,source_document,extract,status,comment
Sofiprime,frais_souscription,11.6,10.0,% HT,DIC-SFP-042026.pdf,"Coûts d'entrée 11,6 % (dont 10 % de commission de souscription HT + 1,6 % TVA)",verified,
Sofiprime,frais_gestion,1.03,,,,"Taux de commission de gestion (% des loyers) non indiqué dans le BT ni le DIC ; DIC mentionne frais de gestion récurrents 1,23 %/an de la valeur de l'investisse",manual_review,Taux de commission de gestion (% des loyers) non indiqué dans le BT ni le DIC ; DIC mentionne frais de gestion récurrent
Transitions Europe,prix_souscription,200,202.0,EUR,te_t1-2026.pdf,Prix de souscription 202 € (prix au 01/01/2026),verified,
Transitions Europe,prix_retrait,180.00,181.8,EUR,te_t1-2026.pdf,"Prix de retrait 181,80 €",verified,
Transitions Europe,taux_distribution,8.6,7.6,%,te_t1-2026.pdf,"2025 : Taux de distribution brut 7,60 % (la PGA 2025 est de 8,60 %)",verified,
Transitions Europe,capitalisation,948,1250.0,M€,te_t1-2026.pdf,Capitalisation 1.25 Md€ au 31/03/2026,verified,
Transitions Europe,tof,97.54,98.5,%,te_t1-2026.pdf,Taux d'occupation financier (TOF) 98.5 % au 31/03/2026,verified,
Transitions Europe,endettement,0,,,,Le taux d'endettement (méthodo ASPIM) est présenté sous forme de graphique non extractible dans le BT ; le DIC indique un recours à l'emprunt plafonné à 40 %,manual_review,Le taux d'endettement (méthodo ASPIM) est présenté sous forme de graphique non extractible dans le BT ; le DIC indique u
Transitions Europe,nb_associes,,33756,associés,te_t1-2026.pdf,Associés 33 756,verified,
Transitions Europe,nb_immeubles,,56,actifs,te_t1-2026.pdf,Nombre d'actifs en portefeuille 56 au 31/03/2026,verified,
Transitions Europe,nb_locataires,,319,locataires,te_t1-2026.pdf,Nombre de locataires 319 au 31/03/2026,verified,
Transitions Europe,repartition_geo,"{'Espagne': 36, 'Allemagne': 20, 'Pays-Bas': 19, 'Irlande': 12, 'Italie': 9, 'Pologne': 4}","{'Espagne': 34.0, 'Allemagne': 20.0, 'Pays-Bas': 14.0, 'Italie': 12.0, 'Irlande': 10.0, 'Pologne': 7",%,te_t1-2026.pdf,Répartition géographique (% valeur d'expertise HD),verified,
Transitions Europe,repartition_sectorielle,"{'Bureaux': 35, 'Commerce': 21, 'Logistique': 17, 'Life Science': 15, 'Hospitalité': 8, 'Éducation':","{'Bureaux': 35.0, 'Commerce': 25.0, 'Logistique': 15.0, 'Life Science': 11.0, 'Hospitalité': 6.0, 'A",%,te_t1-2026.pdf,Répartition typologique (% valeur d'expertise HD),verified,
Transitions Europe,liquidite,,Liquidité normale,,te_t1-2026.pdf,Nombre de part en attente de retrait 0 ; 730 250 parts souscrites / 11 830 retraits au T1 2026,verified,
Transitions Europe,frequence_distribution,Trimestriel,Trimestrielle,,te_t1-2026.pdf,Fréquence de distribution potentielle : Trimestrielle,verified,
Transitions Europe,sfdr_article,,8,,scpi_transitions_europe_-_dic.pdf,Transitions Europe est classé article 8 au sens du Règlement SFDR,verified,
Transitions Europe,niveau_risque_dic,,3,sur 7,scpi_transitions_europe_-_dic.pdf,classé ce produit dans la classe de risque 3 sur 7,verified,
Transitions Europe,duree_placement,10,10,ans,scpi_transitions_europe_-_dic.pdf,Période de détention recommandée : 10 ans,verified,
Transitions Europe,frais_souscription,12,10.0,% HT,te_t1-2026.pdf,Commission de souscription 10 % HT max. du montant de la souscription,verified,
Transitions Europe,frais_gestion,10,10.0,% HT,te_t1-2026.pdf,Commission de gestion 10 % HT max. des loyers encaissés,verified,
Urban Coeur de Commerce,prix_souscription,303,303.0,EUR,UCC_BT_1T2026.pdf,Prix de part 303 € ; prix de souscription de la part 303 €,verified,
Urban Coeur de Commerce,prix_retrait,264.50,264.31,EUR,UCC_BT_1T2026.pdf,"Valeur de retrait 264,31 € (valeur au 31/12/2025)",verified,
Urban Coeur de Commerce,taux_distribution,5.3,5.3,%,UCC_BT_1T2026.pdf,"Taux de Distribution 2025 : 5,30 % (PGA 2025 : 6,30 %)",verified,
Urban Coeur de Commerce,capitalisation,92.4,92.36,M€,UCC_BT_1T2026.pdf,"Capitalisation nette 92 360 838 € (92,36 M€)",verified,
Urban Coeur de Commerce,tof,91.95,91.95,%,UCC_BT_1T2026.pdf,"TOF 91,95 % (indicateurs clés T1 2026)",verified,
Urban Coeur de Commerce,endettement,12.2,12.2,%,UCC_BT_1T2026.pdf,"Ratio d'endettement 12,20 %",verified,
Urban Coeur de Commerce,nb_associes,2002,2002,associés,UCC_BT_1T2026.pdf,2 002 Associés,verified,
Urban Coeur de Commerce,nb_immeubles,,123,actifs,UCC_BT_1T2026.pdf,123 Actifs immobiliers détenus,verified,
Urban Coeur de Commerce,nb_locataires,,104,locataires,UCC_BT_1T2026.pdf,104 Locataires effectifs et locaux sous loyers garantis,verified,
Urban Coeur de Commerce,repartition_geo,"{'Province': 83, 'Île de France': 17}","{'Province': 86.0, 'Île-de-France': 14.0}",%,UCC_BT_1T2026.pdf,Répartition géographique (en % des loyers) : Province 86 % / Île-de-France 14 %,verified,
Urban Coeur de Commerce,repartition_sectorielle,"{'restauration': 34, 'Santé-sport-bien-être': 26, 'Opportunités-tendances': 27, 'Services proximité'","{'Alimentation / Restauration': 34.0, 'Opportunités & tendances (discount, bijouteries...)': 27.0, '",%,UCC_BT_1T2026.pdf,Répartition des commerces par secteur d'activité,verified,
Urban Coeur de Commerce,liquidite,,Liquidité normale,,UCC_BT_1T2026.pdf,Nombre de parts en attente de retrait : - (aucune au 31/03/2026) ; T1 2026 : 9 923 parts émises / 1 564 retraits,verified,
Urban Coeur de Commerce,frequence_distribution,Trimestriel,Trimestrielle,,UCC_BT_1T2026.pdf,Acompte sur dividende au titre du 1er trimestre 2026 versé le 30 avril 2026 ; prochain acompte fin juillet 2026 (T2),verified,
Urban Coeur de Commerce,sfdr_article,,8,,UCC_DIC_2026.pdf,produit classé Article 8 en application du règlement UE 2019/2088 dit Disclosure,verified,
Urban Coeur de Commerce,niveau_risque_dic,,3,sur 7,UCC_DIC_2026.pdf,classé le produit dans la classe de risque 3 sur 7,verified,
Urban Coeur de Commerce,duree_placement,10,10,ans,UCC_DIC_2026.pdf,Période de détention recommandée : 10 ans,verified,
Urban Coeur de Commerce,frais_souscription,11.83,11.833,% TTI,UCC_BT_1T2026.pdf,"Commission de souscription 11,833 % TTI du prix de la part (coûts d'entrée 11,83 % - DIC)",verified,
Urban Coeur de Commerce,frais_gestion,10,12.0,% TTI,UCC_BT_1T2026.pdf,Commission de Gestion : 12 % TTI (6 % TTI gestion administrative + 5 % HT des produits locatifs),verified,
NCap Continent,prix_souscription,210,210.0,EUR,bt_ncap_continent_t1_2026.pdf,"Prix de souscription 210,00 €",verified,
NCap Continent,prix_retrait,,154.98,EUR,bt_ncap_continent_t1_2026.pdf,"Valeur de retrait (par part) au 31/12/2025 : 154,98 €",verified,
NCap Continent,taux_distribution,7.1,7.1,%,bt_ncap_continent_t1_2026.pdf,"Taux de distribution brut de fiscalité étrangère 2025 : 7,10 % (5,57 % net de fiscalité étrangère)",verified,
NCap Continent,capitalisation,70.4,71.5,M€,bt_ncap_continent_t1_2026.pdf,"Capitalisation brute 71,5 M€ au 31/03/2026 (70 412 883 € en prix de souscription)",verified,
NCap Continent,tof,,100.0,%,bt_ncap_continent_t1_2026.pdf,TOF 100 % au 31/03/2026,verified,
NCap Continent,endettement,11.42,11.42,%,bt_ncap_continent_t1_2026.pdf,"Ratio des dettes et autres engagements au 31/03/2026 : 11,42 %",verified,
NCap Continent,nb_associes,2089,2089,associés,bt_ncap_continent_t1_2026.pdf,Nombre d'associés 2 089 au 31/03/2026,verified,
NCap Continent,nb_immeubles,18,18,immeubles,bt_ncap_continent_t1_2026.pdf,"Nombre d'immeubles 18 (Espagne 10, Royaume-Uni 7, Allemagne 1)",verified,
NCap Continent,nb_locataires,,25,locataires,bt_ncap_continent_t1_2026.pdf,Nombre de locataires 25 (nombre de baux en cours),verified,
NCap Continent,repartition_geo,,"{'Royaume-Uni': 54.0, 'Espagne': 38.0, 'Allemagne': 8.0}",%,bt_ncap_continent_t1_2026.pdf,Répartition géographique (% de la valeur vénale des actifs),verified,
NCap Continent,repartition_sectorielle,,"{'Commerce': 74.0, 'Bureaux': 12.0, 'Activités': 9.0, 'Éducation': 5.0}",%,bt_ncap_continent_t1_2026.pdf,Répartition typologique (% de la valeur vénale des actifs),verified,
NCap Continent,liquidite,,Liquidité normale,,bt_ncap_continent_t1_2026.pdf,"Parts en attente de retrait : 0 part au 31/03/2026 ; 33 264 parts souscrites augmentant le capital, 300 parts compensant des retraits",verified,
NCap Continent,frequence_distribution,Mensuel,Mensuelle,,bt_ncap_continent_t1_2026.pdf,"Depuis février 2026, les dividendes sont distribués mensuellement (auparavant trimestriellement)",verified,
NCap Continent,sfdr_article,,8,,ncap-continent_dic_15122025-1.pdf,Le produit est conforme aux dispositions de l'article 8 du Règlement SFDR,verified,
NCap Continent,niveau_risque_dic,,3,sur 7,ncap-continent_dic_15122025-1.pdf,classé le produit dans la classe de risque 3 sur 7,verified,
NCap Continent,duree_placement,,8,ans,ncap-continent_dic_15122025-1.pdf,durée de placement minimum recommandée est de huit (8) ans,verified,
NCap Continent,frais_souscription,,10.0,% HT,bt_ncap_continent_t1_2026.pdf,"Commission de souscription incluse dans la prime d'émission : 10 % HT soit 12 % TTC (25,20 € TTC)",verified,
NCap Continent,frais_gestion,,,,,"Taux de commission de gestion (% des loyers) non indiqué dans le BT ni le DIC ; le DIC mentionne des frais récurrents estimés à 0,20 %/an. À confirmer dans la n",manual_review,Taux de commission de gestion (% des loyers) non indiqué dans le BT ni le DIC ; le DIC mentionne des frais récurrents es
Wemo One,prix_souscription,210.0,210,EUR,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,Revalorisation du prix de part à 210 € au 1er avril 2026 (+5 %),verified,"Prix de part 200 € au 31/03/2026, revalorisé à 210 € au 01/04/2026"
Wemo One,prix_retrait,,189,EUR,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,PRIX DE RETRAIT D'UNE PART 180 €(2) ... (2) Revalorisation à 189 € au 01/04/2026,verified,"180 € au 31/03/2026, revalorisé à 189 € au 01/04/2026"
Wemo One,taux_distribution,15.27,15.27,%,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"15,27 % taux de distribution de l'année 2025 (brut de fiscalité)",verified,Exception sourcée: taux élevé lié à la jeunesse de la SCPI (parts en jouissance limitées); cible 2026 = 10%
Wemo One,capitalisation,121.9,121.9,M€,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"121,9 M€ capitalisation",verified,
Wemo One,tof,100,100,%,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,100 % TOF : taux d'occupation financier (33 actifs),verified,
Wemo One,endettement,,14,%,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,RATIO DE DETTES PAR RAPPORT À LA VALEUR D'EXPERTISE DU PATRIMOINE 14 %,verified,
Wemo One,nb_associes,,5133,,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,5 133 NOMBRE D'ASSOCIÉS,verified,
Wemo One,nb_immeubles,,33,,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,33 actifs ... TOF (33 actifs),verified,
Wemo One,nb_locataires,,,,,Non précisé; 40 baux indiqués (NOMBRE DE BAUX 40),manual_review,Non précisé; 40 baux indiqués (NOMBRE DE BAUX 40)
Wemo One,repartition_geo,"{'Italie': 46.1, 'Espagne': 29.4, 'France': 20.9, 'Irlande': 3.6}","{'Italie': 46.1, 'Espagne': 29.4, 'France': 20.9, 'Irlande': 3.6}",%,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"Italie 46,1 % / Espagne 29,4 % / France 20,9 % / Irlande 3,6 %",verified,Confirmé conforme aux valeurs attendues (somme 100%)
Wemo One,repartition_sectorielle,"{'Commerces': 66.7, 'Activités': 18.4, 'Industriel': 6.6, 'Éducation': 5.2, 'Bureaux': 3.1}","{'Commerces': 66.7, 'Activités': 18.4, 'Industriel': 6.6, 'Éducation': 5.2, 'Bureaux': 3.1}",%,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"Commerces 66,7 % / Activités 18,4 % / Industriel 6,6 % / Éducation 5,2 % / Bureaux 3,1 %",verified,Confirmé conforme aux valeurs attendues (somme 100%)
Wemo One,liquidite,,0 part en attente de retrait au 31/03/2026,,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,Parts en attente de retrait 0,verified,
Wemo One,frequence_distribution,Mensuel,mensuelle,,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,DÉTAIL DES DIVIDENDES VERSÉS PAR MOIS au 1er trimestre 2026 (janvier/février/mars 2026),verified,
Wemo One,sfdr_article,,6,,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,La SCPI relève de l'article 6 au sens du règlement SFDR (UE) 2019/2088,verified,
Wemo One,niveau_risque_dic,,3,1-7,3-SCPI-WEMO-ONE-DIC-2026-04-22.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7,verified,
Wemo One,duree_placement,,8,ans,3-SCPI-WEMO-ONE-DIC-2026-04-22.pdf,La durée de placement recommandé pour ce produit est de 8 ans,verified,
Wemo One,frais_souscription,,10,% HT,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"COMMISSION DE SOUSCRIPTION 10,0 % HT soit 12,0 % TTC",verified,
Wemo One,frais_gestion,,11,% HT,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"COMMISSION DE GESTION 11,0 % HT max. soit 13,2 % TTC",verified,
Iroko Atlas,prix_souscription,200,200,EUR,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,200 € Prix de souscription,verified,
Iroko Atlas,prix_retrait,200,200,EUR,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,200 € Valeur de retrait1 (commission de 6 % TTC si retrait avant 5 ans),verified,
Iroko Atlas,taux_distribution,,,,,"TD annuel officiel non publié (SCPI lancée juin 2025); dividende 2025 de 15,49 €/part voté à l'AG du 16/04/2026",manual_review,"TD annuel officiel non publié (SCPI lancée juin 2025); dividende 2025 de 15,49 €/part voté à l'AG du 16/04/2026"
Iroko Atlas,capitalisation,120,120,M€,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Capitalisation 120 M€,verified,
Iroko Atlas,tof,,99.93,%,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Taux d'Occupation Financier (TOF) 99,93 %",verified,
Iroko Atlas,endettement,,0,%,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Ratio d'endettement (LTV) 0 %,verified,
Iroko Atlas,nb_associes,3502,3502,,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Nombre total d'associés 3 502,verified,
Iroko Atlas,nb_immeubles,14,14,,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Nombre total d'actifs 14,verified,
Iroko Atlas,nb_locataires,,20,,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Nombre total de locataires 20,verified,
Iroko Atlas,repartition_geo,,"{'Royaume-Uni': 37.6, 'Pays-Bas': 28.9, 'Allemagne': 10.8, 'Espagne': 10.2, 'Irlande': 6.9, 'Tchéqui",%,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Royaume-Uni 37,6 % / Pays-Bas 28,9 % / Allemagne 10,8 % / Espagne 10,2 % / Irlande 6,9 % / Tchéquie 5,7 % (valeur d'expertise HD)",verified,"Somme ~100,1%"
Iroko Atlas,repartition_sectorielle,"{'Commerces': 63.6, 'Santé-hôtellerie-autre': 11.6, 'Entrepôts': 10.1, 'Bureaux': 9.0, 'Autres': 5.7","{'Commerces': 63.6, 'Santé, hôtellerie, autre': 11.6, 'Entrepôts': 10.1, 'Bureaux': 9.0, ""Locaux d'a",%,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Commerces 63,6 % / Santé, hôtellerie, autre 11,6 % / Entrepôts 10,1 % / Bureaux 9,0 % / Locaux d'activités 5,7 %",verified,
Iroko Atlas,liquidite,,"0 part en attente de retrait, 0 part retirée au T1 2026; commission de sortie 6 % TTC avant 5 ans de",,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,0 Part retirée et 0 en attente de retrait,verified,
Iroko Atlas,frequence_distribution,Mensuel,mensuelle,,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,La distribution des dividendes est mensuelle,verified,
Iroko Atlas,sfdr_article,,8,,Iroko_Atlas_annexe_SFDR.pdf,Informations pré-contractuelles pour les produits financiers visés à l'article 8 ... du règlement (UE) 2019/2088,verified,
Iroko Atlas,niveau_risque_dic,,,,,"DIC PRIIPs non lisible (PDF image, sans texte); échelle SRI affichée au BT sans valeur numérique",manual_review,"DIC PRIIPs non lisible (PDF image, sans texte); échelle SRI affichée au BT sans valeur numérique"
Iroko Atlas,duree_placement,,10,ans,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,L'horizon de placement recommandé est de 10 ans,verified,
Iroko Atlas,frais_souscription,,0,%,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Commission de souscription : 0 %,verified,
Iroko Atlas,frais_gestion,,"14,4 % TTC (zone euro) à 16,8 % TTC (hors zone euro)",TTC des loyers,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Commission de gestion : 14,4 % - 16,8 % TTC des loyers perçus",verified,
Epsicap Nano,prix_souscription,257,257,EUR,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"PRIX DE SOUSCRIPTION 257,00 €",verified,
Epsicap Nano,prix_retrait,,244.15,EUR,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"VALEUR DE RETRAIT 244,15 €",verified,
Epsicap Nano,taux_distribution,6.08,6.08,%,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"Taux de distribution ... 6,08 % (2025)",verified,
Epsicap Nano,capitalisation,200,202,M€,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,CAPITALISATION 202 m€,verified,
Epsicap Nano,tof,,97.9,%,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"Taux d'occupation financier 97,9 %",verified,
Epsicap Nano,endettement,,26.5,%,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"RATIO DETTES ET AUTRES ENGAGEMENTS 26,5 %",verified,
Epsicap Nano,nb_associes,,4799,,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,# ASSOCIÉS 4 799,verified,
Epsicap Nano,nb_immeubles,,56,,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,56 actifs,verified,
Epsicap Nano,nb_locataires,,,,,Non précisé; 116 unités locatives indiquées,manual_review,Non précisé; 116 unités locatives indiquées
Epsicap Nano,repartition_geo,,"{'France': 62, 'Royaume-Uni': 22, 'Espagne': 12, 'Portugal': 4}",%,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,France 62 % / Royaume-Uni 22 % / Espagne 12 % / Portugal 4 %,verified,
Epsicap Nano,repartition_sectorielle,,"{'Commerces': 54, ""Logistique, Locaux d'activité"": 19, 'Bureaux': 13, 'Hôtels, tourisme, loisirs': 8",%,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"Commerces 54 % / Logistique, Locaux d'activité 19 % / Bureaux 13 % / Hôtels, tourisme, loisirs 8 % / Santé et éducation 5 % / Alternatifs 1 %",verified,
Epsicap Nano,liquidite,,0 part en attente de retrait (784 824 parts composant le capital dont 0 en attente),,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,PARTS COMPOSANT LE CAPITAL 784 824 dont 0 en attente de retrait,verified,
Epsicap Nano,frequence_distribution,Mensuel,mensuelle,,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"la SCPI Epsicap Nano a distribué 3 acomptes mensuels sur dividendes de 1,50 € par part",verified,
Epsicap Nano,sfdr_article,,8,,Epsicap-Nano-Document-SFDR.pdf,Informations précontractuelles pour les produits financiers visés à l'article 8 ... du règlement (UE) 2019/2088,verified,
Epsicap Nano,niveau_risque_dic,,,,,DIC PRIIPs non fourni dans le lot; valeur non trouvée dans le BT ni la note d'information consultée,manual_review,DIC PRIIPs non fourni dans le lot; valeur non trouvée dans le BT ni la note d'information consultée
Epsicap Nano,duree_placement,,8,ans,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,La société de gestion recommande de conserver les parts pendant une période d'au moins 8 ans,verified,
Epsicap Nano,frais_souscription,,5,% HT,Epsicap-Nano-Note-dinformation-2026.05.pdf,une commission de souscription ... correspond à 5% HT (soit 6% TTC ...),verified,
Epsicap Nano,frais_gestion,,10,% HT,Epsicap-Nano-Note-dinformation-2026.05.pdf,une commission de gestion correspondant à 10% HT (soit 12% TTC ...) maximum du montant hors taxes des produits locatifs,verified,
Alta Convictions,prix_souscription,308,308,EUR,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,308 € Prix de la part,verified,
Alta Convictions,prix_retrait,,281.97,EUR,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"281,97 € Valeur de retrait",verified,
Alta Convictions,taux_distribution,6.57,6.57,%,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"Taux de distribution brut de fiscalité 6,57 % (2025)",verified,
Alta Convictions,capitalisation,121,121,M€,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,CAPITALISATION 121 039 688 €,verified,
Alta Convictions,tof,96,96,%,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,Taux d'occupation financier 96 %,verified,
Alta Convictions,endettement,,10,%,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,Ratio de l'endettement au 31 mars 2026 (Méthode ASPIM) : emprunts bancaires 7 % + VEFA 3 %,verified,Total ASPIM ~10% (emprunts bancaires 7% + VEFA/acquisitions payables à terme 3%)
Alta Convictions,nb_associes,,2686,,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,NOMBRE D'ASSOCIÉS 2 686,verified,
Alta Convictions,nb_immeubles,,18,,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,18 ACTIFS,verified,
Alta Convictions,nb_locataires,,30,,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,LOCATAIRES / BAUX 30 / 39,verified,30 locataires / 39 baux
Alta Convictions,repartition_geo,,"{'Nouvelle-Aquitaine': 43, 'Auvergne-Rhône-Alpes': 20, 'Île-de-France': 13, 'Espagne': 8, 'Grand Est",%,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,Nouvelle-Aquitaine 43 % / Île-de-France 13 % / Espagne 8 % / Grand Est 6 % / Hauts-de-France 6 % / Centre-Val de Loire 4 % / (Auvergne-Rhône-Alpes 20 %),verified,Valeurs extraites d'un graphique cartographique; Auvergne-Rhône-Alpes (20%) déduit par complément à 100%. À revérifier v
Alta Convictions,repartition_sectorielle,,,,,Graphique sectoriel présent (valeurs ~28/22/38/12 %) mais libellés non extractibles du PDF,manual_review,Graphique sectoriel présent (valeurs ~28/22/38/12 %) mais libellés non extractibles du PDF
Alta Convictions,liquidite,,Sortie par rachat (retrait) dans la limite de la clause de variabilité; cession de gré à gré possibl,,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"La Société de Gestion ne garantit ni la revente, ni le rachat des parts de la SCPI",verified,
Alta Convictions,frequence_distribution,Mensuel,"trimestrielle jusqu'à mars 2026, puis mensuelle à compter d'avril 2026",,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"À compter d'avril 2026, la distribution deviendra mensuelle",verified,
Alta Convictions,sfdr_article,,8,,Alta-Convictions_DIC_Avril-2026.pdf,Classification SFDR : Article 8,verified,
Alta Convictions,niveau_risque_dic,,3,1-7,Alta-Convictions_DIC_Avril-2026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7,verified,
Alta Convictions,duree_placement,,9,ans,Alta-Convictions_DIC_Avril-2026.pdf,La période de détention recommandée est d'au moins 9 ans,verified,
Alta Convictions,frais_souscription,,8.45,%,Alta-Convictions_DIC_Avril-2026.pdf,"Coûts d'entrée 8,45 % du montant que vous payez au moment de l'entrée dans l'investissement",verified,Coûts d'entrée DIC (frais de souscription)
Alta Convictions,frais_gestion,,0.74,%/an de la valeur,Alta-Convictions_DIC_Avril-2026.pdf,"Frais de gestion et autres frais administratifs et d'exploitation ... 0,74 % de la valeur de votre investissement par an",verified,Coût récurrent DIC; commission de gestion sur loyers non détaillée dans ces documents
Cristal Rente,prix_souscription,255.68,255.68,EUR,IG_CRBulletin_Trimestriel2026_T1.pdf,"Prix de souscription 255,68 €",verified,
Cristal Rente,prix_retrait,,225,EUR,IG_CRBulletin_Trimestriel2026_T1.pdf,Valeur de retrait 225 €,verified,
Cristal Rente,taux_distribution,5,5.0,%,IG_CRBulletin_Trimestriel2026_T1.pdf,"Son taux de distribution, constant depuis la création du fonds, s'établit à 5% en 2025",verified,
Cristal Rente,capitalisation,682.95,682.95,M€,IG_CRBulletin_Trimestriel2026_T1.pdf,"Capitalisation 682,95 M€",verified,
Cristal Rente,tof,98.99,98.99,%,IG_CRBulletin_Trimestriel2026_T1.pdf,"Locaux occupés .... 98,99 % (TOF)",verified,
Cristal Rente,endettement,,,,,Ratio d'endettement actuel non publié au BT; plafond statutaire = 1/3 (tiers) de la valeur des actifs,manual_review,Ratio d'endettement actuel non publié au BT; plafond statutaire = 1/3 (tiers) de la valeur des actifs
Cristal Rente,nb_associes,,12596,,IG_CRBulletin_Trimestriel2026_T1.pdf,Nombre d'associés 12 596 Au 31/03/2026,verified,
Cristal Rente,nb_immeubles,,153,,IG_CRBulletin_Trimestriel2026_T1.pdf,Actifs 153,verified,
Cristal Rente,nb_locataires,,,,,Non précisé; 204 baux indiqués,manual_review,Non précisé; 204 baux indiqués
Cristal Rente,repartition_geo,,"{'Régions': 67.69, 'Île-de-France': 16.99, 'Espagne': 8.65, 'Irlande': 4.05, 'Pays-Bas': 2.62}",%,IG_CRBulletin_Trimestriel2026_T1.pdf,"Régions 67,69 % / Île-de-France 16,99 % / Espagne 8,65 % / Irlande 4,05 % / Pays-Bas 2,62 %",verified,
Cristal Rente,repartition_sectorielle,,"{'Commerce alimentaire': 48.51, 'Bricolage et jardinerie': 28.23, 'Restauration': 13.27, 'Autre': 9.",%,IG_CRBulletin_Trimestriel2026_T1.pdf,"Commerce alimentaire 48,51 % / Bricolage et jardinerie 28,23 % / Restauration 13,27 % / Autre 9,99 %",verified,Répartition par typologie de locataires (% de la valeur vénale)
Cristal Rente,liquidite,,"18 420 parts retirées au T1 2026 (valeur de retrait 225 €); vacance locative 0,88 %; aucun blocage d",,IG_CRBulletin_Trimestriel2026_T1.pdf,"1T2026 18 420 retraits, valeur de retrait 225 €",verified,
Cristal Rente,frequence_distribution,Trimestriel,mensuelle,,IG_CRBulletin_Trimestriel2026_T1.pdf,"Distribution mensuelle (Dividende net perçu : 1,014 € le 28 février 2026 ; 1,019 € le 25 mars 2026 ...)",verified,
Cristal Rente,sfdr_article,,8,,IG_CRBulletin_Trimestriel2026_T1.pdf,La SCPI promeut des caractéristiques environnementales et / ou sociales au sens de l'article 8 du Règlement (UE) 2019/2088,verified,
