nom,champ,avant,apres,source,extrait
Perial O2,repartition_geo,"{'Régions': 38.4, 'Région parisienne': 36.6, 'Europe hors France': 22.5, 'Paris'","{'France': 76.5, 'Pays-Bas': 9.9, 'Allemagne': 4.4, 'Italie': 4.1, 'Belgique': 2",PO2 BTI 2026 T1 VDEF.pdf,"France 76,5 % (dont Région Parisienne 37,0 %, Régions 36,8 %, Paris 2,7 %) / Pays-Bas 9,9 % / Allemagne 4,4 % / Italie 4,1 % / Belgique 2,3 % / Portugal 1,5 % /"
Perial O2,repartition_sectorielle,"{'Bureaux': 85.2, 'Hôtels-tourisme': 6.1, 'Commerces': 2.7, 'Santé-éducation': 5","{'Bureaux': 85.2, 'Hôtels, tourisme, loisirs': 6.1, 'Santé et éducation': 5.0, '",PO2 BTI 2026 T1 VDEF.pdf,"Bureaux 85,2 % / Hôtels, tourisme, loisirs 6,1 % / Santé et éducation 5,0 % / Commerces 2,7 % / Logistique et locaux d'activités 0,9 %"
Perial O2,liquidite,None,Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d'un marché se,PO2 BTI 2026 T1 VDEF.pdf,"Depuis le 25 février 2026, la Société de gestion a suspendu temporairement la variabilité du capital de cette SCPI. Cette suspension entraine la création d'un m"
Perial O2,frequence_distribution,Trimestriel,Trimestrielle,PO2 BTI 2026 T1 VDEF.pdf,Les dividendes potentiels continuent à être distribués chaque trimestre
Perial O2,sfdr_article,None,9,69d74a1c770ced450f0ac8cb_Document d'Information Clé.pdf,La SCPI est classée dans la définition de l'article 9 du règlement européen dit « Disclosure » ou « SFDR »
Perial O2,niveau_risque_dic,None,4,69d74a1c770ced450f0ac8cb_Document d'Information Clé.pdf,Nous avons classé ce produit dans la classe de risque 4 sur 7
Perial O2,frais_souscription,10.2,11.5,PO2 BTI 2026 T1 VDEF.pdf,"Commission de souscription 11,5 % HT (13,8 % TTC)"
Perial O2,frais_gestion,9.58,1.06,69d74a1c770ced450f0ac8cb_Document d'Information Clé.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 1,06 % de la valeur de votre investissement par an"
Perial O2,maximus_warnings,,Liquidité : Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d',PO2 BTI 2026 T1 VDEF.pdf,Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d'un marché secondaire (confrontation mensuelle des ordres) depuis avril 2026
Perial Opportunités Europe,prix_retrait,39.82,39.82,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,"VALEUR DE RETRAIT 39,82€"
Perial Opportunités Europe,capitalisation,790461980790,790.46,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,CAPITALISATION 790 461 980 € au 31/03/2026
Perial Opportunités Europe,endettement,31.4,30.7,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,"TAUX D'ENDETTEMENT 30,7 %"
Perial Opportunités Europe,repartition_geo,"{'France': 59.5, 'Pays-Bas': 13.8, 'Allemagne': 12.6, 'Espagne': 12.3, 'Italie':","{'France': 58.7, 'Pays-Bas': 14.0, 'Espagne': 12.7, 'Allemagne': 12.6, 'Italie':",69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,"Répartition géographique au 31/03/2026 : France 58,7% / Pays-Bas 14,0% / Espagne 12,7% / Allemagne 12,6% / Italie 1,9%"
Perial Opportunités Europe,repartition_sectorielle,"{'Bureaux': 47.7, 'Hôtels-tourisme': 27.3, 'Commerces': 18.6, 'Santé-éducation':","{'Bureaux': 47.7, 'Hôtels, tourisme, loisirs': 27.3, 'Commerces': 18.6, 'Santé e",69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,Répartition sectorielle au 31/03/2026
Perial Opportunités Europe,liquidite,None,Liquidité normale,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,NOMBRE DE PART EN ATTENTE DE RETRAIT : - (aucune au 31/03/2026) ; retraits du trimestre 98 683 parts compensés par les souscriptions
Perial Opportunités Europe,frequence_distribution,Mensuel,Mensuelle,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,passage à une distribution mensuelle des acomptes sur dividendes depuis 2026
Perial Opportunités Europe,sfdr_article,None,8,69d74a5edc2a8e8bcab4fc26_Document d'information Clé.pdf,La SCPI est classée dans la définition de l'article 8 du règlement européen dit « SFDR »
Perial Opportunités Europe,niveau_risque_dic,None,4,69d74a5edc2a8e8bcab4fc26_Document d'information Clé.pdf,classé dans la classe de risque 4 sur 7
Perial Opportunités Europe,frais_souscription,11.4,9.5,69f34e5194509a2ff583710d_POE BTI T1 2026.pdf,"Commission de souscription 9,5% HT (11,4% TTC)"
Remake Live,endettement,18.64,24.42,document.pdf (Bulletin d'information T1 2026),"Taux d'endettement 24,42 % au 31/03/2026 (dont endettement bancaire 23,82 %)"
Remake Live,nb_associes,None,12333,document.pdf (Bulletin d'information T1 2026),Nombre d'associés 12 333
Remake Live,nb_immeubles,58,71,document.pdf (Bulletin d'information T1 2026),71 Immeubles au 31/03/2026
Remake Live,nb_locataires,None,97,document.pdf (Bulletin d'information T1 2026),97 Locataires (137 baux) au 31/03/2026
Remake Live,repartition_geo,"{'Royaume Uni': 29, 'France': 27.62, 'Espagne': 11.66, 'Irlande': 10.11, 'Pays-B","{'Royaume-Uni': 29.79, 'France': 23.88, 'Espagne': 10.01, 'Irlande': 9.57, 'Pays",document.pdf (Bulletin d'information T1 2026),Répartition géographique au 31/03/2026
Remake Live,repartition_sectorielle,"{'Bureaux': 38.02, 'Santé & éducation': 21.92, ""Logistique et locaux d'activité""","{'Bureaux': 39.82, 'Santé & éducation': 19.57, ""Logistique et locaux d'activité""",document.pdf (Bulletin d'information T1 2026),Répartition sectorielle au 31/03/2026
Remake Live,liquidite,None,Liquidité normale,document.pdf (Bulletin d'information T1 2026),0 Part en attente de retrait ; 4 357 parts retirées ; 0 transaction gré à gré au T1 2026
Remake Live,frequence_distribution,Trimestriel,Mensuelle,document.4pdf.pdf (DIC) / document.pdf,Distribution potentielle des revenus : Distribution mensuelle
Remake Live,sfdr_article,None,8,document.4pdf.pdf (DIC),promeut des caractéristiques environnementales et sociales au sens de l'article 8 du Règlement (UE) 2019/2088 (SFDR)
Remake Live,niveau_risque_dic,None,3,document.4pdf.pdf (DIC),classé REMAKE LIVE dans la classe de risque 3 sur 7
Remake Live,frais_gestion,15,18.0,document.pdf (Bulletin d'information T1 2026),Commission de gestion annuelle 18% TTC (15% HT) des produits locatifs HT
Selectinvest 1,prix_retrait,490.00,496.88,I9_BT_20260331.pdf,"Valeur de retrait (A)-(B) 496,88 € (prix souscription 530€ moins commission 6,25% HT)"
Selectinvest 1,taux_distribution,4.4,4.44,I9_BT_20260331.pdf,"Taux de distribution (1) 4,44 % (au titre de 2025)"
Selectinvest 1,capitalisation,1552.4,1241.94,I9_BT_20260331.pdf,Capitalisation 1 241 941 050 €
Selectinvest 1,tof,89.8,84.1,I9_BT_20260331.pdf,"Taux d'Occupation Financier 84,1 % (1er trimestre 2026)"
Selectinvest 1,endettement,33.8,24.54,I9_BT_20260331.pdf,"Endettement réel au 31/03/2026 : 24,54 % (autorisation statutaire 30 %)"
Selectinvest 1,nb_associes,None,20468,I9_BT_20260331.pdf,20 468 associés
Selectinvest 1,nb_immeubles,None,235,I9_BT_20260331.pdf,132 immeubles en direct + 103 immeubles via des SCI
Selectinvest 1,repartition_geo,"{'Ile-de-France': 54.5, 'Régions': 24.8, 'Paris': 17.28, 'Allemagne': 3.42}","{'Île-de-France': 54.93, 'Régions': 26.61, 'Paris': 15.08, 'Allemagne': 3.38}",I9_BT_20260331.pdf,Répartition géographique (valeur vénale)
Selectinvest 1,repartition_sectorielle,"{'Bureaux': 72.52, 'Commerces': 21.41, ""Logistique et locaux d'activités"": 3.87,","{'Bureaux': 70.94, 'Commerces': 22.04, ""Logistique et locaux d'activités"": 4.19,",I9_BT_20260331.pdf,Répartition sectorielle (valeur vénale)
Selectinvest 1,liquidite,None,Liquidité fortement restreinte,I9_BT_20260331.pdf,Marché des parts suspendu depuis le 12 février 2026 ; mise en place de la suspension de la variabilité du capital (vote AGE 29/04/2026) ; 212 272 parts en atten
Selectinvest 1,frequence_distribution,Trimestriel,Trimestrielle,I9_BT_20260331.pdf,"Distribution trimestrielle 3,54 € par part ; versements 29/04, 30/07, 29/10, 29/01"
Selectinvest 1,sfdr_article,None,9,I9_BT_20260331.pdf,Classement SFDR : article 9
Selectinvest 1,niveau_risque_dic,None,4,I9_DIC.pdf,catégorisé dans la classe de risque 4 sur 7
Selectinvest 1,frais_souscription,9,6.25,I9_BT_20260331.pdf,"Commission de souscription : 6,25 % HT max, soit 7,50 % TTC"
Selectipierre 2,prix_retrait,695.70,695.7,BTI Selectipierre 2 T1 2026.pdf,"Conditions de retrait depuis le 01.03.2023 : Prix de retrait 695,70 €"
Selectipierre 2,nb_locataires,None,254,BTI Selectipierre 2 T1 2026.pdf,Nombre de locataires 254
Selectipierre 2,repartition_geo,"{'Paris': 71, 'Ile-de-France': 22.6, 'Régions': 6.4}","{'Paris': 74.0, 'Île-de-France': 19.3, 'Régions': 6.7}",BTI Selectipierre 2 T1 2026.pdf,Répartition géographique (valeur vénale au 31.03.2026)
Selectipierre 2,repartition_sectorielle,"{'Bureaux': 70.9, 'Commerces': 17.3, 'Résidences hôtelières-étudiantes': 4.5, 'L","{'Bureaux': 70.9, 'Locaux commerciaux': 17.3, ""Locaux d'habitation"": 5.9, 'Résid",BTI Selectipierre 2 T1 2026.pdf,Répartition par destination (valeur vénale au 31.03.2026)
Selectipierre 2,liquidite,None,Liquidité tendue,BTI Selectipierre 2 T1 2026.pdf,"Marché primaire T1 2026 : 1 510 parts souscrites / 10 308 retraits, solde -8 798 parts ; 5 305 parts en attente au 31 mars 2026 ; fonds de remboursement mis en "
Selectipierre 2,frequence_distribution,Trimestriel,Trimestrielle,BTI Selectipierre 2 T1 2026.pdf,"Acomptes trimestriels 6,50 € / part"
Selectipierre 2,sfdr_article,None,8,BTI Selectipierre 2 T1 2026.pdf,La SCPI SELECTIPIERRE 2 est classée Article 8 au sens du Règlement SFDR
Selectipierre 2,niveau_risque_dic,None,3,DIC SELECTIPIERRE 2 31.12.2024.pdf,classé ce produit dans la classe de risque 3 sur 7
Selectipierre 2,frais_souscription,12,10.0,BTI Selectipierre 2 T1 2026.pdf,Commission de souscription : 10 % HT (12 % TTC) du montant de chaque souscription
Selectipierre 2,frais_gestion,9,9.2,BTI Selectipierre 2 T1 2026.pdf,"Commission de gestion : 9,2 % HT (11,04 % TTC) des produits locatifs encaissés HT"
Sofiprime,nb_associes,None,620,SOFIPRIME-BT-1T-2026.pdf,620 NOMBRE D'ASSOCIÉS AU 31 MARS 2026
Sofiprime,nb_immeubles,None,26,SOFIPRIME-BT-1T-2026.pdf,26 immeubles représentant 52 unités locatives (43 appartements)
Sofiprime,liquidite,None,Liquidité limitée,SOFIPRIME-BT-1T-2026.pdf,1 004 parts en attente au 31/03/2026 ; sept ordres de cession ; confrontation mensuelle des ordres (aucune part échangée janv-mars 2026)
Sofiprime,frequence_distribution,Trimestriel,Annuelle,SOFIPRIME-BT-1T-2026.pdf,Votre SCPI ne distribue qu'un seul acompte sur dividende par part ayant jouissance au mois de janvier
Sofiprime,sfdr_article,None,8,DIC-SFP-042026.pdf,Classification SFDR : Article 8
Sofiprime,niveau_risque_dic,None,3,DIC-SFP-042026.pdf,classé ce produit dans la classe de risques 3 sur 7
Sofiprime,frais_souscription,11.6,10.0,DIC-SFP-042026.pdf,"Coûts d'entrée 11,6 % (dont 10 % de commission de souscription HT + 1,6 % TVA)"
Transitions Europe,prix_souscription,200,202.0,te_t1-2026.pdf,Prix de souscription 202 € (prix au 01/01/2026)
Transitions Europe,prix_retrait,180.00,181.8,te_t1-2026.pdf,"Prix de retrait 181,80 €"
Transitions Europe,taux_distribution,8.6,7.6,te_t1-2026.pdf,"2025 : Taux de distribution brut 7,60 % (la PGA 2025 est de 8,60 %)"
Transitions Europe,capitalisation,948,1250.0,te_t1-2026.pdf,Capitalisation 1.25 Md€ au 31/03/2026
Transitions Europe,tof,97.54,98.5,te_t1-2026.pdf,Taux d'occupation financier (TOF) 98.5 % au 31/03/2026
Transitions Europe,nb_associes,None,33756,te_t1-2026.pdf,Associés 33 756
Transitions Europe,nb_immeubles,None,56,te_t1-2026.pdf,Nombre d'actifs en portefeuille 56 au 31/03/2026
Transitions Europe,nb_locataires,None,319,te_t1-2026.pdf,Nombre de locataires 319 au 31/03/2026
Transitions Europe,repartition_geo,"{'Espagne': 36, 'Allemagne': 20, 'Pays-Bas': 19, 'Irlande': 12, 'Italie': 9, 'Po","{'Espagne': 34.0, 'Allemagne': 20.0, 'Pays-Bas': 14.0, 'Italie': 12.0, 'Irlande'",te_t1-2026.pdf,Répartition géographique (% valeur d'expertise HD)
Transitions Europe,repartition_sectorielle,"{'Bureaux': 35, 'Commerce': 21, 'Logistique': 17, 'Life Science': 15, 'Hospitali","{'Bureaux': 35.0, 'Commerce': 25.0, 'Logistique': 15.0, 'Life Science': 11.0, 'H",te_t1-2026.pdf,Répartition typologique (% valeur d'expertise HD)
Transitions Europe,liquidite,None,Liquidité normale,te_t1-2026.pdf,Nombre de part en attente de retrait 0 ; 730 250 parts souscrites / 11 830 retraits au T1 2026
Transitions Europe,frequence_distribution,Trimestriel,Trimestrielle,te_t1-2026.pdf,Fréquence de distribution potentielle : Trimestrielle
Transitions Europe,sfdr_article,None,8,scpi_transitions_europe_-_dic.pdf,Transitions Europe est classé article 8 au sens du Règlement SFDR
Transitions Europe,niveau_risque_dic,None,3,scpi_transitions_europe_-_dic.pdf,classé ce produit dans la classe de risque 3 sur 7
Transitions Europe,frais_souscription,12,10.0,te_t1-2026.pdf,Commission de souscription 10 % HT max. du montant de la souscription
Urban Coeur de Commerce,prix_retrait,264.50,264.31,UCC_BT_1T2026.pdf,"Valeur de retrait 264,31 € (valeur au 31/12/2025)"
Urban Coeur de Commerce,capitalisation,92.4,92.36,UCC_BT_1T2026.pdf,"Capitalisation nette 92 360 838 € (92,36 M€)"
Urban Coeur de Commerce,nb_immeubles,None,123,UCC_BT_1T2026.pdf,123 Actifs immobiliers détenus
Urban Coeur de Commerce,nb_locataires,None,104,UCC_BT_1T2026.pdf,104 Locataires effectifs et locaux sous loyers garantis
Urban Coeur de Commerce,repartition_geo,"{'Province': 83, 'Île de France': 17}","{'Province': 86.0, 'Île-de-France': 14.0}",UCC_BT_1T2026.pdf,Répartition géographique (en % des loyers) : Province 86 % / Île-de-France 14 %
Urban Coeur de Commerce,repartition_sectorielle,"{'restauration': 34, 'Santé-sport-bien-être': 26, 'Opportunités-tendances': 27, ","{'Alimentation / Restauration': 34.0, 'Opportunités & tendances (discount, bijou",UCC_BT_1T2026.pdf,Répartition des commerces par secteur d'activité
Urban Coeur de Commerce,liquidite,None,Liquidité normale,UCC_BT_1T2026.pdf,Nombre de parts en attente de retrait : - (aucune au 31/03/2026) ; T1 2026 : 9 923 parts émises / 1 564 retraits
Urban Coeur de Commerce,frequence_distribution,Trimestriel,Trimestrielle,UCC_BT_1T2026.pdf,Acompte sur dividende au titre du 1er trimestre 2026 versé le 30 avril 2026 ; prochain acompte fin juillet 2026 (T2)
Urban Coeur de Commerce,sfdr_article,None,8,UCC_DIC_2026.pdf,produit classé Article 8 en application du règlement UE 2019/2088 dit Disclosure
Urban Coeur de Commerce,niveau_risque_dic,None,3,UCC_DIC_2026.pdf,classé le produit dans la classe de risque 3 sur 7
Urban Coeur de Commerce,frais_souscription,11.83,11.833,UCC_BT_1T2026.pdf,"Commission de souscription 11,833 % TTI du prix de la part (coûts d'entrée 11,83 % - DIC)"
Urban Coeur de Commerce,frais_gestion,10,12.0,UCC_BT_1T2026.pdf,Commission de Gestion : 12 % TTI (6 % TTI gestion administrative + 5 % HT des produits locatifs)
NCap Continent,prix_retrait,None,154.98,bt_ncap_continent_t1_2026.pdf,"Valeur de retrait (par part) au 31/12/2025 : 154,98 €"
NCap Continent,capitalisation,70.4,71.5,bt_ncap_continent_t1_2026.pdf,"Capitalisation brute 71,5 M€ au 31/03/2026 (70 412 883 € en prix de souscription)"
NCap Continent,tof,None,100.0,bt_ncap_continent_t1_2026.pdf,TOF 100 % au 31/03/2026
NCap Continent,nb_locataires,None,25,bt_ncap_continent_t1_2026.pdf,Nombre de locataires 25 (nombre de baux en cours)
NCap Continent,repartition_geo,None,"{'Royaume-Uni': 54.0, 'Espagne': 38.0, 'Allemagne': 8.0}",bt_ncap_continent_t1_2026.pdf,Répartition géographique (% de la valeur vénale des actifs)
NCap Continent,repartition_sectorielle,None,"{'Commerce': 74.0, 'Bureaux': 12.0, 'Activités': 9.0, 'Éducation': 5.0}",bt_ncap_continent_t1_2026.pdf,Répartition typologique (% de la valeur vénale des actifs)
NCap Continent,liquidite,None,Liquidité normale,bt_ncap_continent_t1_2026.pdf,"Parts en attente de retrait : 0 part au 31/03/2026 ; 33 264 parts souscrites augmentant le capital, 300 parts compensant des retraits"
NCap Continent,frequence_distribution,Mensuel,Mensuelle,bt_ncap_continent_t1_2026.pdf,"Depuis février 2026, les dividendes sont distribués mensuellement (auparavant trimestriellement)"
NCap Continent,sfdr_article,None,8,ncap-continent_dic_15122025-1.pdf,Le produit est conforme aux dispositions de l'article 8 du Règlement SFDR
NCap Continent,niveau_risque_dic,None,3,ncap-continent_dic_15122025-1.pdf,classé le produit dans la classe de risque 3 sur 7
NCap Continent,duree_placement,None,8,ncap-continent_dic_15122025-1.pdf,durée de placement minimum recommandée est de huit (8) ans
NCap Continent,frais_souscription,None,10.0,bt_ncap_continent_t1_2026.pdf,"Commission de souscription incluse dans la prime d'émission : 10 % HT soit 12 % TTC (25,20 € TTC)"
Wemo One,prix_retrait,None,189,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,PRIX DE RETRAIT D'UNE PART 180 €(2) ... (2) Revalorisation à 189 € au 01/04/2026
Wemo One,endettement,None,14,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,RATIO DE DETTES PAR RAPPORT À LA VALEUR D'EXPERTISE DU PATRIMOINE 14 %
Wemo One,nb_associes,None,5133,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,5 133 NOMBRE D'ASSOCIÉS
Wemo One,nb_immeubles,None,33,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,33 actifs ... TOF (33 actifs)
Wemo One,liquidite,None,0 part en attente de retrait au 31/03/2026,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,Parts en attente de retrait 0
Wemo One,frequence_distribution,Mensuel,mensuelle,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,DÉTAIL DES DIVIDENDES VERSÉS PAR MOIS au 1er trimestre 2026 (janvier/février/mars 2026)
Wemo One,sfdr_article,None,6,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,La SCPI relève de l'article 6 au sens du règlement SFDR (UE) 2019/2088
Wemo One,niveau_risque_dic,None,3,3-SCPI-WEMO-ONE-DIC-2026-04-22.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7
Wemo One,duree_placement,None,8,3-SCPI-WEMO-ONE-DIC-2026-04-22.pdf,La durée de placement recommandé pour ce produit est de 8 ans
Wemo One,frais_souscription,None,10,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"COMMISSION DE SOUSCRIPTION 10,0 % HT soit 12,0 % TTC"
Wemo One,frais_gestion,None,11,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,"COMMISSION DE GESTION 11,0 % HT max. soit 13,2 % TTC"
Wemo One,maximus_warnings,,Liquidité : 0 part en attente de retrait au 31/03/2026,BULLETIN-TRIMESTRIEL-N07-1T-2026-VFINALE-ok.pdf,0 part en attente de retrait au 31/03/2026
Iroko Atlas,tof,None,99.93,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Taux d'Occupation Financier (TOF) 99,93 %"
Iroko Atlas,endettement,None,0,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Ratio d'endettement (LTV) 0 %
Iroko Atlas,nb_locataires,None,20,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Nombre total de locataires 20
Iroko Atlas,repartition_geo,None,"{'Royaume-Uni': 37.6, 'Pays-Bas': 28.9, 'Allemagne': 10.8, 'Espagne': 10.2, 'Irl",Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Royaume-Uni 37,6 % / Pays-Bas 28,9 % / Allemagne 10,8 % / Espagne 10,2 % / Irlande 6,9 % / Tchéquie 5,7 % (valeur d'expertise HD)"
Iroko Atlas,repartition_sectorielle,"{'Commerces': 63.6, 'Santé-hôtellerie-autre': 11.6, 'Entrepôts': 10.1, 'Bureaux'","{'Commerces': 63.6, 'Santé, hôtellerie, autre': 11.6, 'Entrepôts': 10.1, 'Bureau",Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Commerces 63,6 % / Santé, hôtellerie, autre 11,6 % / Entrepôts 10,1 % / Bureaux 9,0 % / Locaux d'activités 5,7 %"
Iroko Atlas,liquidite,None,"0 part en attente de retrait, 0 part retirée au T1 2026; commission de sortie 6 ",Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,0 Part retirée et 0 en attente de retrait
Iroko Atlas,frequence_distribution,Mensuel,mensuelle,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,La distribution des dividendes est mensuelle
Iroko Atlas,sfdr_article,None,8,Iroko_Atlas_annexe_SFDR.pdf,Informations pré-contractuelles pour les produits financiers visés à l'article 8 ... du règlement (UE) 2019/2088
Iroko Atlas,duree_placement,None,10,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,L'horizon de placement recommandé est de 10 ans
Iroko Atlas,frais_souscription,None,0,Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,Commission de souscription : 0 %
Iroko Atlas,frais_gestion,None,"14,4 % TTC (zone euro) à 16,8 % TTC (hors zone euro)",Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"Commission de gestion : 14,4 % - 16,8 % TTC des loyers perçus"
Iroko Atlas,maximus_warnings,,"Liquidité : 0 part en attente de retrait, 0 part retirée au T1 2026; commission ",Iroko_Atlas_bulletin_trimestriel_T1_2026.pdf,"0 part en attente de retrait, 0 part retirée au T1 2026; commission de sortie 6 % TTC avant 5 ans de détention (passe à 6 ans dès le 01/09/2026)"
Epsicap Nano,prix_retrait,None,244.15,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"VALEUR DE RETRAIT 244,15 €"
Epsicap Nano,capitalisation,200,202,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,CAPITALISATION 202 m€
Epsicap Nano,tof,None,97.9,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"Taux d'occupation financier 97,9 %"
Epsicap Nano,endettement,None,26.5,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"RATIO DETTES ET AUTRES ENGAGEMENTS 26,5 %"
Epsicap Nano,nb_associes,None,4799,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,# ASSOCIÉS 4 799
Epsicap Nano,nb_immeubles,None,56,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,56 actifs
Epsicap Nano,repartition_geo,None,"{'France': 62, 'Royaume-Uni': 22, 'Espagne': 12, 'Portugal': 4}",Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,France 62 % / Royaume-Uni 22 % / Espagne 12 % / Portugal 4 %
Epsicap Nano,repartition_sectorielle,None,"{'Commerces': 54, ""Logistique, Locaux d'activité"": 19, 'Bureaux': 13, 'Hôtels, t",Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"Commerces 54 % / Logistique, Locaux d'activité 19 % / Bureaux 13 % / Hôtels, tourisme, loisirs 8 % / Santé et éducation 5 % / Alternatifs 1 %"
Epsicap Nano,liquidite,None,0 part en attente de retrait (784 824 parts composant le capital dont 0 en atten,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,PARTS COMPOSANT LE CAPITAL 784 824 dont 0 en attente de retrait
Epsicap Nano,frequence_distribution,Mensuel,mensuelle,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,"la SCPI Epsicap Nano a distribué 3 acomptes mensuels sur dividendes de 1,50 € par part"
Epsicap Nano,sfdr_article,None,8,Epsicap-Nano-Document-SFDR.pdf,Informations précontractuelles pour les produits financiers visés à l'article 8 ... du règlement (UE) 2019/2088
Epsicap Nano,duree_placement,None,8,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,La société de gestion recommande de conserver les parts pendant une période d'au moins 8 ans
Epsicap Nano,frais_souscription,None,5,Epsicap-Nano-Note-dinformation-2026.05.pdf,une commission de souscription ... correspond à 5% HT (soit 6% TTC ...)
Epsicap Nano,frais_gestion,None,10,Epsicap-Nano-Note-dinformation-2026.05.pdf,une commission de gestion correspondant à 10% HT (soit 12% TTC ...) maximum du montant hors taxes des produits locatifs
Epsicap Nano,maximus_warnings,,Liquidité : 0 part en attente de retrait (784 824 parts composant le capital don,Bulletin-trimestriel-1T-2026-Epsicap-Nano-1.pdf,0 part en attente de retrait (784 824 parts composant le capital dont 0 en attente)
Alta Convictions,prix_retrait,None,281.97,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"281,97 € Valeur de retrait"
Alta Convictions,endettement,None,10,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,Ratio de l'endettement au 31 mars 2026 (Méthode ASPIM) : emprunts bancaires 7 % + VEFA 3 %
Alta Convictions,nb_associes,None,2686,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,NOMBRE D'ASSOCIÉS 2 686
Alta Convictions,nb_immeubles,None,18,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,18 ACTIFS
Alta Convictions,nb_locataires,None,30,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,LOCATAIRES / BAUX 30 / 39
Alta Convictions,repartition_geo,None,"{'Nouvelle-Aquitaine': 43, 'Auvergne-Rhône-Alpes': 20, 'Île-de-France': 13, 'Esp",24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,Nouvelle-Aquitaine 43 % / Île-de-France 13 % / Espagne 8 % / Grand Est 6 % / Hauts-de-France 6 % / Centre-Val de Loire 4 % / (Auvergne-Rhône-Alpes 20 %)
Alta Convictions,liquidite,None,Sortie par rachat (retrait) dans la limite de la clause de variabilité; cession ,24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"La Société de Gestion ne garantit ni la revente, ni le rachat des parts de la SCPI"
Alta Convictions,frequence_distribution,Mensuel,"trimestrielle jusqu'à mars 2026, puis mensuelle à compter d'avril 2026",24032026_ALTA_BUL_TRIMESTRIEL_T1_26_PPP_WEB.pdf,"À compter d'avril 2026, la distribution deviendra mensuelle"
Alta Convictions,sfdr_article,None,8,Alta-Convictions_DIC_Avril-2026.pdf,Classification SFDR : Article 8
Alta Convictions,niveau_risque_dic,None,3,Alta-Convictions_DIC_Avril-2026.pdf,Nous avons classé ce produit dans la classe de risques 3 sur 7
Alta Convictions,duree_placement,None,9,Alta-Convictions_DIC_Avril-2026.pdf,La période de détention recommandée est d'au moins 9 ans
Alta Convictions,frais_souscription,None,8.45,Alta-Convictions_DIC_Avril-2026.pdf,"Coûts d'entrée 8,45 % du montant que vous payez au moment de l'entrée dans l'investissement"
